event_id,machine_id,location_id,event_timestamp,event_type,severity,downtime_minutes,software_version,error_code,event_date,requires_investigation,planned_event_flag
2208,MCH000075,LOC0009,2025-03-18 15:48:47,Software Upgrade,Medium,18,v4.1,SU-591,2025-03-18,0,1
2209,MCH000094,LOC0008,2025-03-18 15:51:39,Bill Acceptor Error,Medium,12,v5.0,BA-536,2025-03-18,0,0
2210,MCH000098,LOC0006,2025-03-18 15:56:53,Software Restart,Low,5,v5.0,SR-854,2025-03-18,0,0
2211,MCH000051,LOC0006,2025-03-18 17:05:59,Hopper Empty,Medium,16,v4.1,HP-822,2025-03-18,0,0
2212,MCH000084,LOC0008,2025-03-18 17:18:27,Communication Loss,Medium,25,v5.0,CM-584,2025-03-18,0,0
2213,MCH000024,LOC0007,2025-03-18 17:21:28,Hopper Empty,Medium,7,v4.1,HP-619,2025-03-18,0,0
2214,MCH000020,LOC0003,2025-03-18 18:50:40,Software Restart,Medium,5,v5.1,SR-844,2025-03-18,0,0
2215,MCH000035,LOC0001,2025-03-18 20:06:45,Communication Loss,High,26,v5.0,CM-653,2025-03-18,1,0
2216,MCH000037,LOC0005,2025-03-18 20:15:38,Bill Acceptor Error,Medium,18,v4.1,BA-690,2025-03-18,0,0
2217,MCH000050,LOC0007,2025-03-18 20:20:36,Ticket Jam,Medium,8,v4.2,TJ-822,2025-03-18,0,0
2218,MCH000066,LOC0009,2025-03-18 20:24:18,Door Open,Medium,5,v5.0,DR-416,2025-03-18,0,0
2219,MCH000085,LOC0006,2025-03-18 20:54:23,Cash Refill,Low,3,v5.0,CR-956,2025-03-18,0,1
2220,MCH000086,LOC0008,2025-03-18 21:11:46,Printer Error,Medium,6,v4.1,PR-608,2025-03-18,0,0
2221,MCH000028,LOC0003,2025-03-18 21:33:26,Printer Error,Medium,13,v5.1,PR-367,2025-03-18,0,0
2222,MCH000093,LOC0006,2025-03-18 21:53:19,Software Upgrade,Low,18,v5.1,SU-888,2025-03-18,0,1
2223,MCH000076,LOC0004,2025-03-18 22:21:45,Door Open,Low,2,v4.1,DR-691,2025-03-18,0,0
2224,MCH000053,LOC0009,2025-03-18 23:23:20,Ticket Jam,Medium,10,v4.2,TJ-377,2025-03-18,0,0
2225,MCH000094,LOC0008,2025-03-19 00:20:35,Door Open,Low,0,v5.0,DR-484,2025-03-19,0,0
2226,MCH000056,LOC0008,2025-03-19 00:44:00,Bill Acceptor Error,Medium,15,v4.1,BA-635,2025-03-19,0,0
2227,MCH000009,LOC0003,2025-03-19 00:54:35,Printer Error,Medium,22,v5.1,PR-122,2025-03-19,0,0
2228,MCH000086,LOC0008,2025-03-19 01:01:24,Ticket Jam,Medium,20,v4.1,TJ-391,2025-03-19,0,0
2229,MCH000002,LOC0001,2025-03-19 01:37:39,Bill Acceptor Error,Medium,19,v4.2,BA-201,2025-03-19,0,0
2230,MCH000052,LOC0001,2025-03-19 02:01:32,Hopper Empty,Medium,9,v4.1,HP-410,2025-03-19,0,0
2231,MCH000049,LOC0006,2025-03-19 02:10:55,Printer Error,Medium,10,v5.1,PR-479,2025-03-19,0,0
2232,MCH000028,LOC0003,2025-03-19 02:14:17,Ticket Jam,Medium,7,v5.1,TJ-862,2025-03-19,0,0
2233,MCH000031,LOC0002,2025-03-19 03:01:15,Communication Loss,High,19,v5.1,CM-342,2025-03-19,1,0
2234,MCH000044,LOC0003,2025-03-19 03:29:00,Bill Acceptor Error,Medium,8,v5.0,BA-486,2025-03-19,0,0
2235,MCH000031,LOC0002,2025-03-19 03:33:34,Software Restart,Low,2,v5.1,SR-927,2025-03-19,0,0
2236,MCH000049,LOC0006,2025-03-19 03:47:27,Software Restart,Low,6,v5.1,SR-587,2025-03-19,0,0
2237,MCH000037,LOC0005,2025-03-19 04:38:10,Bill Acceptor Error,Medium,23,v4.1,BA-254,2025-03-19,0,0
2238,MCH000090,LOC0001,2025-03-19 05:17:38,Communication Loss,Medium,56,v4.2,CM-660,2025-03-19,0,0
2239,MCH000074,LOC0008,2025-03-19 05:34:03,Hopper Empty,Medium,6,v5.0,HP-462,2025-03-19,0,0
2240,MCH000035,LOC0001,2025-03-19 05:44:28,Communication Loss,Medium,68,v5.0,CM-286,2025-03-19,0,0
2241,MCH000080,LOC0006,2025-03-19 06:21:38,Hopper Empty,Medium,6,v4.2,HP-645,2025-03-19,0,0
2242,MCH000096,LOC0004,2025-03-19 06:28:45,Printer Error,Medium,19,v5.1,PR-538,2025-03-19,0,0
2243,MCH000035,LOC0001,2025-03-19 06:46:55,Cash Refill,Low,5,v5.0,CR-780,2025-03-19,0,1
2244,MCH000036,LOC0008,2025-03-19 07:12:17,Ticket Jam,Medium,12,v5.1,TJ-100,2025-03-19,0,0
2245,MCH000070,LOC0007,2025-03-19 07:32:03,Communication Loss,Medium,27,v4.1,CM-352,2025-03-19,0,0
2246,MCH000041,LOC0007,2025-03-19 07:32:59,Communication Loss,High,64,v5.0,CM-135,2025-03-19,1,0
2247,MCH000064,LOC0007,2025-03-19 08:41:13,Software Restart,Low,4,v4.1,SR-201,2025-03-19,0,0
2248,MCH000085,LOC0006,2025-03-19 08:59:48,Cash Refill,Low,4,v5.0,CR-988,2025-03-19,0,1
2249,MCH000037,LOC0005,2025-03-19 09:11:43,Preventive Maintenance,Medium,42,v4.1,PM-297,2025-03-19,0,1
2250,MCH000030,LOC0001,2025-03-19 09:51:36,Ticket Jam,Medium,13,v5.0,TJ-348,2025-03-19,0,0
2251,MCH000034,LOC0004,2025-03-19 09:55:32,Communication Loss,Medium,37,v4.2,CM-705,2025-03-19,0,0
2252,MCH000003,LOC0006,2025-03-19 10:17:19,Door Open,Low,1,v5.0,DR-358,2025-03-19,0,0
2253,MCH000019,LOC0003,2025-03-19 10:26:54,Bill Acceptor Error,Medium,16,v4.2,BA-702,2025-03-19,0,0
2254,MCH000091,LOC0004,2025-03-19 10:36:38,Communication Loss,Medium,55,v4.1,CM-401,2025-03-19,0,0
2255,MCH000033,LOC0009,2025-03-19 11:39:42,Printer Error,Medium,7,v4.1,PR-833,2025-03-19,0,0
2256,MCH000029,LOC0002,2025-03-19 11:55:27,Printer Error,High,26,v5.1,PR-233,2025-03-19,1,0
2257,MCH000055,LOC0002,2025-03-19 11:57:52,Bill Acceptor Error,Medium,24,v4.2,BA-280,2025-03-19,0,0
2258,MCH000024,LOC0007,2025-03-19 12:33:13,Printer Error,Medium,10,v4.1,PR-983,2025-03-19,0,0
2259,MCH000072,LOC0004,2025-03-19 12:57:31,Communication Loss,Medium,40,v5.0,CM-109,2025-03-19,0,0
2260,MCH000021,LOC0006,2025-03-19 13:23:36,Door Open,Low,0,v4.1,DR-300,2025-03-19,0,0
2261,MCH000011,LOC0006,2025-03-19 14:47:12,Communication Loss,Medium,72,v5.0,CM-211,2025-03-19,0,0
2262,MCH000026,LOC0001,2025-03-19 15:56:57,Printer Error,Medium,12,v4.1,PR-448,2025-03-19,0,0
2263,MCH000073,LOC0008,2025-03-19 17:03:10,Printer Error,Medium,10,v4.2,PR-411,2025-03-19,0,0
2264,MCH000083,LOC0010,2025-03-19 17:48:29,Door Open,Low,0,v5.1,DR-852,2025-03-19,0,0
2265,MCH000004,LOC0010,2025-03-19 18:23:12,Communication Loss,Medium,75,v4.1,CM-578,2025-03-19,0,0
2266,MCH000061,LOC0007,2025-03-19 18:42:13,Door Open,Low,0,v4.1,DR-355,2025-03-19,0,0
2267,MCH000094,LOC0008,2025-03-19 19:18:57,Printer Error,Medium,16,v5.0,PR-155,2025-03-19,0,0
2268,MCH000025,LOC0002,2025-03-19 19:40:07,Communication Loss,High,20,v4.2,CM-463,2025-03-19,1,0
2269,MCH000033,LOC0009,2025-03-19 22:39:22,Cash Refill,Low,4,v4.1,CR-569,2025-03-19,0,1
2270,MCH000057,LOC0007,2025-03-19 23:08:49,Software Restart,Medium,13,v5.0,SR-133,2025-03-19,0,0
2271,MCH000096,LOC0004,2025-03-20 00:11:14,Preventive Maintenance,Low,35,v5.1,PM-111,2025-03-20,0,1
2272,MCH000056,LOC0008,2025-03-20 00:26:21,Software Restart,Low,3,v4.1,SR-478,2025-03-20,0,0
2273,MCH000012,LOC0008,2025-03-20 00:40:11,Software Upgrade,Low,15,v4.2,SU-283,2025-03-20,0,1
2274,MCH000063,LOC0007,2025-03-20 00:45:54,Bill Acceptor Error,Medium,25,v4.2,BA-273,2025-03-20,0,0
2275,MCH000051,LOC0006,2025-03-20 01:02:32,Cash Refill,Low,3,v4.1,CR-234,2025-03-20,0,1
2276,MCH000028,LOC0003,2025-03-20 01:12:09,Ticket Jam,Medium,10,v5.1,TJ-855,2025-03-20,0,0
2277,MCH000094,LOC0008,2025-03-20 01:27:33,Printer Error,Medium,20,v5.0,PR-734,2025-03-20,0,0
2278,MCH000073,LOC0008,2025-03-20 01:35:25,Software Restart,Medium,3,v4.2,SR-534,2025-03-20,0,0
2279,MCH000009,LOC0003,2025-03-20 03:28:03,Door Open,Low,1,v5.1,DR-394,2025-03-20,0,0
2280,MCH000069,LOC0002,2025-03-20 04:02:00,Door Open,Low,2,v4.2,DR-343,2025-03-20,0,0
2281,MCH000009,LOC0003,2025-03-20 06:27:26,Hopper Empty,Medium,11,v5.1,HP-917,2025-03-20,0,0
2282,MCH000088,LOC0008,2025-03-20 06:34:40,Printer Error,Medium,8,v5.0,PR-209,2025-03-20,0,0
2283,MCH000014,LOC0007,2025-03-20 07:13:57,Bill Acceptor Error,Medium,13,v5.1,BA-100,2025-03-20,0,0
2284,MCH000047,LOC0010,2025-03-20 07:37:27,Bill Acceptor Error,Medium,14,v5.0,BA-628,2025-03-20,0,0
2285,MCH000050,LOC0007,2025-03-20 07:38:00,Printer Error,Medium,21,v4.2,PR-118,2025-03-20,0,0
2286,MCH000098,LOC0006,2025-03-20 09:56:17,Cash Refill,Low,4,v5.0,CR-598,2025-03-20,0,1
2287,MCH000020,LOC0003,2025-03-20 10:23:38,Door Open,Low,0,v5.1,DR-543,2025-03-20,0,0
2288,MCH000053,LOC0009,2025-03-20 10:37:54,Printer Error,Medium,7,v4.2,PR-464,2025-03-20,0,0
2289,MCH000077,LOC0004,2025-03-20 11:07:42,Hardware Failure,Critical,200,v4.1,HF-485,2025-03-20,1,0
2290,MCH000026,LOC0001,2025-03-20 12:59:15,Hopper Empty,Medium,6,v4.1,HP-166,2025-03-20,0,0
2291,MCH000079,LOC0007,2025-03-20 13:53:09,Power Failure,High,72,v5.1,PF-774,2025-03-20,1,0
2292,MCH000073,LOC0008,2025-03-20 14:10:49,Hardware Failure,Critical,155,v4.2,HF-219,2025-03-20,1,0
2293,MCH000003,LOC0006,2025-03-20 14:46:31,Cash Refill,Low,4,v5.0,CR-275,2025-03-20,0,1
2294,MCH000062,LOC0006,2025-03-20 15:18:42,Communication Loss,Medium,16,v5.0,CM-207,2025-03-20,0,0
2295,MCH000024,LOC0007,2025-03-20 16:06:42,Communication Loss,Medium,56,v4.1,CM-382,2025-03-20,0,0
2296,MCH000009,LOC0003,2025-03-20 16:30:05,Communication Loss,Medium,61,v5.1,CM-386,2025-03-20,0,0
2297,MCH000055,LOC0002,2025-03-20 18:22:32,Preventive Maintenance,Medium,20,v4.2,PM-516,2025-03-20,0,1
2298,MCH000064,LOC0007,2025-03-20 20:26:26,Cash Refill,Low,4,v4.1,CR-314,2025-03-20,0,1
2299,MCH000066,LOC0009,2025-03-20 20:50:32,Bill Acceptor Error,Medium,27,v5.0,BA-155,2025-03-20,0,0
2300,MCH000089,LOC0003,2025-03-20 20:57:08,Communication Loss,Medium,47,v5.0,CM-943,2025-03-20,0,0
2301,MCH000038,LOC0001,2025-03-20 21:54:48,Cash Refill,Low,3,v4.2,CR-925,2025-03-20,0,1
2302,MCH000013,LOC0009,2025-03-20 22:20:00,Preventive Maintenance,Low,32,v5.1,PM-526,2025-03-20,0,1
2303,MCH000003,LOC0006,2025-03-20 23:45:52,Ticket Jam,Medium,9,v5.0,TJ-714,2025-03-20,0,0
2304,MCH000051,LOC0006,2025-03-21 00:02:41,Hopper Empty,Medium,8,v4.1,HP-118,2025-03-21,0,0
2305,MCH000031,LOC0002,2025-03-21 00:43:10,Printer Error,Medium,16,v5.1,PR-662,2025-03-21,0,0
2306,MCH000021,LOC0006,2025-03-21 00:47:37,Ticket Jam,Medium,5,v4.1,TJ-554,2025-03-21,0,0
2307,MCH000091,LOC0004,2025-03-21 00:59:34,Bill Acceptor Error,Medium,30,v4.1,BA-519,2025-03-21,0,0
2308,MCH000058,LOC0007,2025-03-21 01:30:18,Preventive Maintenance,Low,24,v5.0,PM-551,2025-03-21,0,1
2309,MCH000087,LOC0001,2025-03-21 01:38:10,Cash Refill,Low,4,v4.2,CR-466,2025-03-21,0,1
2310,MCH000012,LOC0008,2025-03-21 01:57:21,Communication Loss,Medium,82,v4.2,CM-546,2025-03-21,0,0
2311,MCH000011,LOC0006,2025-03-21 02:17:09,Communication Loss,Medium,12,v5.0,CM-582,2025-03-21,0,0
2312,MCH000028,LOC0003,2025-03-21 02:59:56,Software Upgrade,Low,17,v5.1,SU-316,2025-03-21,0,1
2313,MCH000069,LOC0002,2025-03-21 03:36:01,Ticket Jam,Medium,6,v4.2,TJ-501,2025-03-21,0,0
2314,MCH000062,LOC0006,2025-03-21 03:51:27,Door Open,Low,0,v5.0,DR-545,2025-03-21,0,0
2315,MCH000045,LOC0009,2025-03-21 04:06:30,Hopper Empty,Medium,5,v5.0,HP-504,2025-03-21,0,0
2316,MCH000017,LOC0002,2025-03-21 04:56:23,Hopper Empty,Medium,8,v5.0,HP-204,2025-03-21,0,0
2317,MCH000054,LOC0001,2025-03-21 05:01:39,Cash Refill,Low,7,v4.2,CR-612,2025-03-21,0,1
2318,MCH000006,LOC0002,2025-03-21 05:21:28,Printer Error,Medium,15,v4.1,PR-377,2025-03-21,0,0
2319,MCH000014,LOC0007,2025-03-21 07:26:53,Ticket Jam,Medium,12,v5.1,TJ-809,2025-03-21,0,0
2320,MCH000035,LOC0001,2025-03-21 07:29:51,Hopper Empty,Medium,5,v5.0,HP-548,2025-03-21,0,0
2321,MCH000053,LOC0009,2025-03-21 09:12:43,Ticket Jam,Medium,7,v4.2,TJ-918,2025-03-21,0,0
2322,MCH000091,LOC0004,2025-03-21 09:15:27,Ticket Jam,Medium,9,v4.1,TJ-374,2025-03-21,0,0
2323,MCH000010,LOC0009,2025-03-21 09:23:42,Bill Acceptor Error,Medium,33,v4.2,BA-623,2025-03-21,0,0
2324,MCH000070,LOC0007,2025-03-21 09:28:57,Communication Loss,Medium,31,v4.1,CM-777,2025-03-21,0,0
2325,MCH000003,LOC0006,2025-03-21 09:42:00,Ticket Jam,Medium,15,v5.0,TJ-527,2025-03-21,0,0
2326,MCH000055,LOC0002,2025-03-21 10:23:25,Hardware Failure,High,105,v4.2,HF-590,2025-03-21,1,0
2327,MCH000006,LOC0002,2025-03-21 10:28:52,Communication Loss,Medium,38,v4.1,CM-923,2025-03-21,0,0
2328,MCH000094,LOC0008,2025-03-21 10:44:57,Cash Refill,Low,3,v5.0,CR-885,2025-03-21,0,1
2329,MCH000041,LOC0007,2025-03-21 13:33:28,Ticket Jam,Medium,12,v5.0,TJ-434,2025-03-21,0,0
2330,MCH000005,LOC0007,2025-03-21 14:46:17,Power Failure,High,88,v5.0,PF-518,2025-03-21,1,0
2331,MCH000081,LOC0005,2025-03-21 16:15:54,Cash Refill,Low,6,v5.0,CR-134,2025-03-21,0,1
2332,MCH000079,LOC0007,2025-03-21 17:22:09,Hopper Empty,Medium,7,v5.1,HP-955,2025-03-21,0,0
2333,MCH000005,LOC0007,2025-03-21 17:27:01,Ticket Jam,Medium,26,v5.0,TJ-463,2025-03-21,0,0
2334,MCH000026,LOC0001,2025-03-21 19:01:13,Hopper Empty,Medium,9,v4.1,HP-251,2025-03-21,0,0
2335,MCH000062,LOC0006,2025-03-21 19:21:40,Software Upgrade,Medium,27,v5.0,SU-150,2025-03-21,0,1
2336,MCH000037,LOC0005,2025-03-21 19:36:56,Door Open,Low,3,v4.1,DR-310,2025-03-21,0,0
2337,MCH000086,LOC0008,2025-03-21 21:14:41,Communication Loss,Medium,30,v4.1,CM-392,2025-03-21,0,0
2338,MCH000017,LOC0002,2025-03-22 00:23:24,Door Open,Low,3,v5.0,DR-299,2025-03-22,0,0
2339,MCH000063,LOC0007,2025-03-22 00:48:13,Hardware Failure,High,36,v4.2,HF-127,2025-03-22,1,0
2340,MCH000042,LOC0007,2025-03-22 01:08:04,Door Open,Low,0,v4.1,DR-351,2025-03-22,0,0
2341,MCH000074,LOC0008,2025-03-22 02:06:04,Bill Acceptor Error,Medium,28,v5.0,BA-964,2025-03-22,0,0
2342,MCH000087,LOC0001,2025-03-22 02:33:32,Cash Refill,Low,4,v4.2,CR-550,2025-03-22,0,1
2343,MCH000091,LOC0004,2025-03-22 03:14:20,Communication Loss,High,51,v4.1,CM-377,2025-03-22,1,0
2344,MCH000023,LOC0003,2025-03-22 04:32:59,Hopper Empty,Medium,9,v4.2,HP-847,2025-03-22,0,0
2345,MCH000035,LOC0001,2025-03-22 05:07:02,Preventive Maintenance,Low,27,v5.0,PM-953,2025-03-22,0,1
2346,MCH000046,LOC0002,2025-03-22 06:30:08,Hopper Empty,Medium,16,v4.2,HP-622,2025-03-22,0,0
2347,MCH000004,LOC0010,2025-03-22 06:50:01,Ticket Jam,Medium,17,v4.1,TJ-404,2025-03-22,0,0
2348,MCH000054,LOC0001,2025-03-22 06:57:50,Hopper Empty,Medium,12,v4.2,HP-696,2025-03-22,0,0
2349,MCH000054,LOC0001,2025-03-22 07:01:59,Ticket Jam,Medium,6,v4.2,TJ-672,2025-03-22,0,0
2350,MCH000049,LOC0006,2025-03-22 07:35:58,Hopper Empty,Medium,7,v5.1,HP-827,2025-03-22,0,0
2351,MCH000035,LOC0001,2025-03-22 08:48:42,Software Restart,Medium,9,v5.0,SR-398,2025-03-22,0,0
2352,MCH000016,LOC0007,2025-03-22 09:13:39,Hopper Empty,Medium,11,v4.1,HP-617,2025-03-22,0,0
2353,MCH000001,LOC0004,2025-03-22 09:31:22,Door Open,Low,2,v5.0,DR-846,2025-03-22,0,0
2354,MCH000019,LOC0003,2025-03-22 09:53:31,Software Restart,Low,8,v4.2,SR-786,2025-03-22,0,0
2355,MCH000066,LOC0009,2025-03-22 09:55:53,Communication Loss,Medium,71,v5.0,CM-911,2025-03-22,0,0
2356,MCH000040,LOC0004,2025-03-22 11:14:47,Hardware Failure,Critical,172,v4.1,HF-774,2025-03-22,1,0
2357,MCH000096,LOC0004,2025-03-22 12:17:27,Bill Acceptor Error,Medium,14,v5.1,BA-829,2025-03-22,0,0
2358,MCH000085,LOC0006,2025-03-22 13:26:28,Software Restart,Low,3,v5.0,SR-614,2025-03-22,0,0
2359,MCH000039,LOC0009,2025-03-22 13:44:05,Door Open,Low,3,v4.1,DR-225,2025-03-22,0,0
2360,MCH000086,LOC0008,2025-03-22 13:59:34,Hopper Empty,Medium,9,v4.1,HP-899,2025-03-22,0,0
2361,MCH000004,LOC0010,2025-03-22 14:01:21,Hopper Empty,Medium,5,v4.1,HP-192,2025-03-22,0,0
2362,MCH000035,LOC0001,2025-03-22 14:08:27,Ticket Jam,Medium,5,v5.0,TJ-324,2025-03-22,0,0
2363,MCH000048,LOC0005,2025-03-22 14:11:30,Communication Loss,Medium,11,v5.0,CM-927,2025-03-22,0,0
2364,MCH000013,LOC0009,2025-03-22 15:36:06,Ticket Jam,Medium,18,v5.1,TJ-853,2025-03-22,0,0
2365,MCH000078,LOC0006,2025-03-22 17:33:42,Cash Refill,Low,4,v4.2,CR-391,2025-03-22,0,1
2366,MCH000094,LOC0008,2025-03-22 18:09:39,Bill Acceptor Error,Medium,13,v5.0,BA-208,2025-03-22,0,0
2367,MCH000073,LOC0008,2025-03-22 19:32:07,Bill Acceptor Error,Medium,33,v4.2,BA-583,2025-03-22,0,0
2368,MCH000017,LOC0002,2025-03-22 21:14:49,Ticket Jam,Medium,16,v5.0,TJ-717,2025-03-22,0,0
2369,MCH000096,LOC0004,2025-03-22 21:33:36,Printer Error,Medium,16,v5.1,PR-148,2025-03-22,0,0
2370,MCH000072,LOC0004,2025-03-22 21:49:22,Bill Acceptor Error,Medium,19,v5.0,BA-166,2025-03-22,0,0
2371,MCH000043,LOC0010,2025-03-22 22:43:01,Ticket Jam,Medium,23,v4.2,TJ-128,2025-03-22,0,0
2372,MCH000072,LOC0004,2025-03-22 22:48:32,Bill Acceptor Error,Medium,12,v5.0,BA-521,2025-03-22,0,0
2373,MCH000012,LOC0008,2025-03-22 22:52:06,Hopper Empty,Medium,8,v4.2,HP-709,2025-03-22,0,0
2374,MCH000082,LOC0007,2025-03-22 23:05:29,Communication Loss,High,46,v4.1,CM-539,2025-03-22,1,0
2375,MCH000081,LOC0005,2025-03-22 23:36:51,Communication Loss,Medium,39,v5.0,CM-584,2025-03-22,0,0
2376,MCH000074,LOC0008,2025-03-23 00:51:48,Hopper Empty,Medium,18,v5.0,HP-871,2025-03-23,0,0
2377,MCH000023,LOC0003,2025-03-23 01:09:55,Bill Acceptor Error,Medium,23,v4.2,BA-575,2025-03-23,0,0
2378,MCH000094,LOC0008,2025-03-23 02:22:11,Bill Acceptor Error,Medium,24,v5.0,BA-411,2025-03-23,0,0
2379,MCH000086,LOC0008,2025-03-23 02:34:10,Bill Acceptor Error,Medium,25,v4.1,BA-353,2025-03-23,0,0
2380,MCH000065,LOC0004,2025-03-23 02:47:18,Ticket Jam,High,7,v5.1,TJ-940,2025-03-23,1,0
2381,MCH000008,LOC0006,2025-03-23 02:51:52,Bill Acceptor Error,Medium,15,v4.1,BA-318,2025-03-23,0,0
2382,MCH000011,LOC0006,2025-03-23 03:16:25,Bill Acceptor Error,Medium,35,v5.0,BA-786,2025-03-23,0,0
2383,MCH000007,LOC0002,2025-03-23 03:18:17,Hopper Empty,Medium,6,v5.0,HP-988,2025-03-23,0,0
2384,MCH000027,LOC0002,2025-03-23 03:33:32,Hardware Failure,Critical,243,v5.1,HF-139,2025-03-23,1,0
2385,MCH000024,LOC0007,2025-03-23 05:04:10,Door Open,Low,1,v4.1,DR-856,2025-03-23,0,0
2386,MCH000045,LOC0009,2025-03-23 05:52:50,Communication Loss,High,34,v5.0,CM-634,2025-03-23,1,0
2387,MCH000022,LOC0008,2025-03-23 06:00:47,Preventive Maintenance,Medium,36,v5.1,PM-682,2025-03-23,0,1
2388,MCH000027,LOC0002,2025-03-23 06:14:13,Bill Acceptor Error,Medium,35,v5.1,BA-699,2025-03-23,0,0
2389,MCH000011,LOC0006,2025-03-23 06:14:31,Ticket Jam,Medium,25,v5.0,TJ-827,2025-03-23,0,0
2390,MCH000011,LOC0006,2025-03-23 06:44:41,Communication Loss,Medium,90,v5.0,CM-762,2025-03-23,0,0
2391,MCH000001,LOC0004,2025-03-23 07:02:12,Ticket Jam,Medium,8,v5.0,TJ-462,2025-03-23,0,0
2392,MCH000032,LOC0003,2025-03-23 07:40:08,Door Open,Low,3,v5.1,DR-543,2025-03-23,0,0
2393,MCH000030,LOC0001,2025-03-23 08:20:43,Communication Loss,Medium,11,v5.0,CM-446,2025-03-23,0,0
2394,MCH000065,LOC0004,2025-03-23 09:57:58,Software Restart,Low,7,v5.1,SR-575,2025-03-23,0,0
2395,MCH000033,LOC0009,2025-03-23 10:13:26,Door Open,Medium,0,v4.1,DR-339,2025-03-23,0,0
2396,MCH000089,LOC0003,2025-03-23 10:50:15,Ticket Jam,High,10,v5.0,TJ-900,2025-03-23,1,0
2397,MCH000083,LOC0010,2025-03-23 11:42:32,Door Open,Low,2,v5.1,DR-267,2025-03-23,0,0
2398,MCH000014,LOC0007,2025-03-23 12:04:11,Hopper Empty,Medium,12,v5.1,HP-252,2025-03-23,0,0
2399,MCH000068,LOC0004,2025-03-23 12:12:20,Software Restart,Low,5,v5.1,SR-178,2025-03-23,0,0
2400,MCH000063,LOC0007,2025-03-23 12:24:15,Software Upgrade,Low,23,v4.2,SU-534,2025-03-23,0,1
2401,MCH000044,LOC0003,2025-03-23 13:03:20,Communication Loss,Medium,78,v5.0,CM-244,2025-03-23,0,0
2402,MCH000100,LOC0004,2025-03-23 13:27:43,Printer Error,Medium,12,v4.1,PR-187,2025-03-23,0,0
2403,MCH000064,LOC0007,2025-03-23 13:35:05,Hopper Empty,Medium,8,v4.1,HP-537,2025-03-23,0,0
2404,MCH000006,LOC0002,2025-03-23 13:57:29,Door Open,Low,2,v4.1,DR-711,2025-03-23,0,0
2405,MCH000035,LOC0001,2025-03-23 14:37:14,Printer Error,Medium,10,v5.0,PR-336,2025-03-23,0,0
2406,MCH000086,LOC0008,2025-03-23 15:04:28,Bill Acceptor Error,Medium,15,v4.1,BA-932,2025-03-23,0,0
2407,MCH000094,LOC0008,2025-03-23 15:34:29,Hopper Empty,Medium,8,v5.0,HP-415,2025-03-23,0,0
2408,MCH000047,LOC0010,2025-03-23 15:50:47,Cash Refill,Low,4,v5.0,CR-195,2025-03-23,0,1
2409,MCH000060,LOC0006,2025-03-23 16:37:22,Software Restart,Medium,8,v4.2,SR-671,2025-03-23,0,0
2410,MCH000086,LOC0008,2025-03-23 17:48:03,Software Restart,Low,4,v4.1,SR-293,2025-03-23,0,0
2411,MCH000042,LOC0007,2025-03-23 18:01:57,Cash Refill,Low,3,v4.1,CR-960,2025-03-23,0,1
2412,MCH000028,LOC0003,2025-03-23 18:54:47,Printer Error,Medium,10,v5.1,PR-145,2025-03-23,0,0
2413,MCH000006,LOC0002,2025-03-23 19:58:41,Bill Acceptor Error,Medium,12,v4.1,BA-342,2025-03-23,0,0
2414,MCH000010,LOC0009,2025-03-23 20:51:13,Printer Error,Medium,7,v4.2,PR-684,2025-03-23,0,0
2415,MCH000075,LOC0009,2025-03-23 21:43:00,Printer Error,Medium,11,v4.1,PR-800,2025-03-23,0,0
2416,MCH000053,LOC0009,2025-03-23 22:04:00,Door Open,Low,1,v4.2,DR-251,2025-03-23,0,0
2417,MCH000001,LOC0004,2025-03-23 22:09:03,Software Restart,Low,3,v5.0,SR-494,2025-03-23,0,0
2418,MCH000026,LOC0001,2025-03-23 22:22:50,Door Open,Low,1,v4.1,DR-256,2025-03-23,0,0
2419,MCH000047,LOC0010,2025-03-23 22:54:24,Bill Acceptor Error,Medium,10,v5.0,BA-809,2025-03-23,0,0
2420,MCH000034,LOC0004,2025-03-23 23:45:36,Communication Loss,Medium,83,v4.2,CM-799,2025-03-23,0,0
2421,MCH000075,LOC0009,2025-03-23 23:52:36,Door Open,Low,0,v4.1,DR-115,2025-03-23,0,0
2422,MCH000055,LOC0002,2025-03-24 00:41:37,Cash Refill,Low,3,v4.2,CR-426,2025-03-24,0,1
2423,MCH000056,LOC0008,2025-03-24 01:07:18,Bill Acceptor Error,Medium,27,v4.1,BA-309,2025-03-24,0,0
2424,MCH000088,LOC0008,2025-03-24 01:33:48,Preventive Maintenance,Low,25,v5.0,PM-306,2025-03-24,0,1
2425,MCH000071,LOC0002,2025-03-24 01:42:13,Ticket Jam,Medium,21,v5.1,TJ-643,2025-03-24,0,0
2426,MCH000059,LOC0005,2025-03-24 01:44:14,Software Restart,Low,5,v5.0,SR-358,2025-03-24,0,0
2427,MCH000037,LOC0005,2025-03-24 02:59:09,Software Upgrade,Low,21,v4.1,SU-925,2025-03-24,0,1
2428,MCH000097,LOC0007,2025-03-24 03:09:37,Software Restart,Low,5,v4.2,SR-492,2025-03-24,0,0
2429,MCH000087,LOC0001,2025-03-24 03:55:41,Software Upgrade,Low,17,v4.2,SU-522,2025-03-24,0,1
2430,MCH000043,LOC0010,2025-03-24 04:16:21,Door Open,Low,1,v4.2,DR-585,2025-03-24,0,0
